#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
180 1 585 548 132.84714 8.203485165581348 0.001274419883371 215.67439495569064 1 0.2 0.0370000004768371 2 1.0 0 13435319
181 1 586 549 213.16481 8.2192360275463 0.0009749297760767 215.50509192227395 1 0.2 0.0370000004768371 2 1.0 0 13435319
182 1 587 549 211.56688 8.23857032663394 0.0008270191735031 215.29727120161704 1 0.2 0.0370000004768371 2 1.0 0 13435319
183 1 588 550 146.02666 8.254848394108869 0.0010878724199582 215.12230133598047 1 0.2 0.0370000004768371 2 1.0 0 13435319
184 1 589 550 178.63861 8.26962755223809 0.001169226966398 214.96344296313785 1 0.2 0.0370000004768371 2 1.0 0 13435319
185 1 590 551 248.23549 8.28905938401167 0.0008886504003341 214.754573882104 1 0.2 0.0370000004768371 2 1.0 0 13435319
186 1 591 551 202.60266 8.30958207931317 0.0009786401485692 214.5339793155233 1 0.2 0.0370000004768371 2 1.0 0 13435319
187 1 592 551 202.62053 8.328028315289144 0.0009785986542472 214.3357042171318 1 0.2 0.0370000004768371 2 1.0 0 13435319
188 1 593 551 202.62053 8.3464753958964 0.0009785974751202 214.13742003995847 1 0.2 0.0370000004768371 2 1.0 0 13435319
189 1 594 551 202.62053 8.364922454276517 0.0009743667679307 213.93913610170048 1 0.2 0.0370000004768371 2 1.0 0 13435319
190 1 595 551 200.86852 8.383289761681896 0.0009770111008291 213.741709391572 1 0.2 0.0370000004768371 2 1.0 0 13435319
191 1 596 551 200.21709 8.40154766710911 0.0009791040274631 213.54545862259565 1 0.2 0.0370000004768371 2 1.0 0 13435319
192 1 597 551 200.42458 8.419785345839832 0.0009779664398185 213.34942526655067 1 0.2 0.0370000004768371 2 1.0 0 13435319
193 1 598 551 200.16545 8.438020712948099 0.0009787120641974 213.15341675769787 1 0.2 0.0370000004768371 2 1.0 0 13435319
194 1 599 551 200.21292 8.456246389023761 0.0009785969574799 212.9575124159199 1 0.2 0.0370000004768371 2 1.0 0 13435319
